Raw_Affiliation,Latitude,Longitude,in_science_park_osm,park_name_osm,univ_research_count,nearest_station_m,nearest_junction_m,method_used_osm,park_name_gt,nearest_park_wikidata_id,distance_to_park_m,in_science_park_gt,agree
"Department of ECE, Vardhaman College of Engineering, Hyderabad, Telangana, India",17.360589,78.4740613,False,,2.0,646.6052506968434,,B_density_fallback,International Tech Park Bangalore,Q4357999,492876.9,False,True
"College of Computer Science, King Khalid University, Abha, Saudi Arabia",18.0884354,42.713291,False,,2.0,,,B_density_fallback,Dubai Internet City,Q1262899,1503050.8,False,True
"College of Applied Industrial Technology (CAIT), Baish, Saudi Arabia",17.3756272,42.5372249,False,,0.0,,,B_density_fallback,Dubai Internet City,Q1262899,1563235.5,False,True
"Electrical Engineering Technology Department, Jazan University, Jazan, Saudi Arabia",16.9734448,42.546317,False,,2.0,,,B_density_fallback,Dubai Internet City,Q1262899,1588802.0,False,True
"5 Electrical Engineering Technology Department, Jazan University, Jazan, Saudi Arabia",16.9734448,42.546317,False,,2.0,,,B_density_fallback,Dubai Internet City,Q1262899,1588802.0,False,True
"Department of Computer Science, New Uzbekistan University, Tashkent, Uzbekistan",41.3123363,69.2787079,False,,11.0,382.7988168958196,1596.7611234926544,B_density_fallback,Pardis Technology Park,Q7136565,1636657.4,False,True
"Department of Electrical and Electronics Engineering, Jaya Engineering College, Chennai, Tamilnadu, India",13.0836939,80.270186,False,,0.0,453.5111709275689,,B_density_fallback,International Tech Park Bangalore,Q4357999,274755.9,False,True
"Mahatma Gandhi Institute of Technology, Hyderabad, Telangana, India",17.3907234,78.3223899,False,,0.0,,2038.197065346723,B_density_fallback,International Tech Park Bangalore,Q4357999,493848.0,False,True
"Department of Mathematics, Vishwavidyalaya Engineering College, Ambikapur, Chhattisgarh, India",23.1226343,83.1981886,False,,0.0,,,B_density_fallback,"Hi-Tech City, Kaliakoir",Q97497375,723771.9,False,True
"Department of Electronics and Communication Engineering, E.G.S. Pillay Engineering College, Nagapattinam, Tamilnadu, India",10.6026203,79.7619348,False,,0.0,,,B_density_fallback,International Tech Park Bangalore,Q4357999,344731.1,False,True
"10 Department of Electronics and Communication Engineering, E.G.S. Pillay Engineering College, Nagapattinam, Tamilnadu, India",10.6026203,79.7619348,False,,0.0,,,B_density_fallback,International Tech Park Bangalore,Q4357999,344731.1,False,True
"School of Automation, Beijing Institute of Technology, Beijing, P.R. China",39.9578214,116.3098237,False,,17.0,649.4227596940661,596.8503280432541,B_density_fallback,Zhongguancun,Q197834,2597.0,False,True
"Beijing Institute of Smart Energy, Beijing, China",39.9057136,116.3912972,False,,4.0,316.3565947084334,1622.5489563040494,B_density_fallback,Zhongguancun,Q197834,10939.9,False,True
"Beijing Institute of Smart Energy, Beijing, P.R. China",39.9057136,116.3912972,False,,4.0,316.3565947084334,1622.5489563040494,B_density_fallback,Zhongguancun,Q197834,10939.9,False,True
"Anhui Women and Children's Medical Center, Hefei Maternal and Child Health Hospital, Hefei, China",31.8665676,117.281428,False,,3.0,427.4779372264554,2042.426446024968,B_density_fallback,Hefei Xinzhan Hi-tech Industry Development Zone,Q45007283,84776.7,False,True
"Key Laboratory of Anti-Inflammatory and Immune Medicine, Anhui Collaborative Innovation Center of Anti-Inflammatory and Immune Medicine, Ministry of Education, Institute of Clinical Pharmacology, Anhui Medical University, Hefei, China",31.8512134,117.2576393,False,,6.0,912.3785445631328,326.8328518295464,B_density_fallback,Hefei Xinzhan Hi-tech Industry Development Zone,Q45007283,87241.5,False,True
"Department of Pharmacy, The Third Affiliated Hospital of Anhui Medical University, Hefei First People's Hospital, Hefei, China. Electronic address: liruilin@ahmu.edu.cn",31.8665676,117.281428,False,,3.0,427.4779372264554,2042.426446024968,B_density_fallback,Hefei Xinzhan Hi-tech Industry Development Zone,Q45007283,84776.7,False,True
"Department of Pharmacy, The Third Affiliated Hospital of Anhui Medical University, Hefei First People's Hospital, Hefei, China",31.8665676,117.281428,False,,3.0,427.4779372264554,2042.426446024968,B_density_fallback,Hefei Xinzhan Hi-tech Industry Development Zone,Q45007283,84776.7,False,True
"Key Laboratory of Anti-Inflammatory and Immune Medicine, Anhui Collaborative Innovation Center of Anti-Inflammatory and Immune Medicine, Ministry of Education, Institute of Clinical Pharmacology, Anhui Medical University, Hefei, China. Electronic address: wyj@ahmu.edu.cn",31.8512134,117.2576393,False,,6.0,912.3785445631328,326.8328518295464,B_density_fallback,Hefei Xinzhan Hi-tech Industry Development Zone,Q45007283,87241.5,False,True
"Anhui Women and Children's Medical Center, Hefei Maternal and Child Health Hospital, Hefei, China. Electronic address: 1875698125@qq.com",31.8665676,117.281428,False,,3.0,427.4779372264554,2042.426446024968,B_density_fallback,Hefei Xinzhan Hi-tech Industry Development Zone,Q45007283,84776.7,False,True
"College of Integrated Circuit Science and Engineering (Industry-Education Integration School), Nanjing University of Posts and Telecommunications, Nanjing 210023, China",32.1152716,118.9259566,False,,6.0,1329.605756990735,3277.081611543697,B_density_fallback,Hefei Xinzhan Hi-tech Industry Development Zone,Q45007283,131050.0,False,True
"Nantong Institute of Nanjing University of Posts and Telecommunications, Nantong 226000, China",32.0705851,120.8560947,False,,0.0,0.0,1385.6018778813532,B_density_fallback,Huawei Lianqiuhu,Q134884779,111495.5,False,True
"National and Local Joint Engineering Laboratory of RF Integration and Micro-Assembly Technology, Nanjing 210023, China",32.0438284,118.7788631,False,,5.0,16.029906683339085,1915.3843390335308,B_density_fallback,Hefei Xinzhan Hi-tech Industry Development Zone,Q45007283,122024.0,False,True
"Department of Electrical Engineering, Pontificia Universidad Cat&#x00F3;lica de Chile, Santiago, Chile",-33.4376995,-70.6510671,False,,81.0,37.14616057190284,596.3633003275249,B_density_fallback,Q6062532,Q6062532,1333473.1,False,True
"Department of Electrical Engineering, Pontificia Universidad Catolica de Chile, Santiago, Chile",-33.4417748,-70.6403258,False,,55.0,227.4300433681809,757.345593049156,B_density_fallback,Q6062532,Q6062532,1332408.8,False,True
"School of Electrical and Data Engineering, University of Technology Sydney, Broadway, NSW, Australia",-33.8841309,151.2012852,False,,8.0,537.2163717864928,1104.4425228249393,B_density_fallback,Australian Technology Park,Q4056106,1272.5,True,False
"Department of Electrical Engineering and UC Energy Research Center, Pontificia Universidad Cat&#x00F3;lica de Chile, Santiago, Chile",-33.4376995,-70.6510671,False,,81.0,37.14616057190284,596.3633003275249,B_density_fallback,Q6062532,Q6062532,1333473.1,False,True
"Department of Electronics, Universidad de Sevilla, Sevilla, Spain",37.3862091,-6.0072673,False,,13.0,1041.8208823639916,1396.708894999333,B_density_fallback,Andalusia Technology Park,Q4598152,147687.5,False,True
"Electronics Department, Universidad de Sevilla, Sevilla, Spain",37.3862091,-6.0072673,False,,13.0,1041.8208823639916,1396.708894999333,B_density_fallback,Andalusia Technology Park,Q4598152,147687.5,False,True
"School of Electrical Engineering and Telecommunications, UNSW, Sydney, NSW, Australia",-33.8698439,151.2082848,False,,8.0,320.8490909576048,469.0136087936216,B_density_fallback,Australian Technology Park,Q4056106,2987.5,False,True
"Key Laboratory for Thermal Science and Power Engineering of Ministry of Education, Department of Engineering Mechanics, Tsinghua University, Beijing 100084, China",40.0022905,116.320963,False,,61.0,1128.611060882566,1250.796507320359,B_density_fallback,TusPark,Q17028810,1035.4,True,False
"China Mobile Group Hunan Co.,Ltd., Changsha 410003, China",28.2001495,112.9717183,False,,4.0,189.20718794355736,,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,7513.8,False,True
"Institute for Aero Engine, Tsinghua University, Beijing 100084, China",40.0022905,116.320963,False,,61.0,1128.611060882566,1250.796507320359,B_density_fallback,TusPark,Q17028810,1035.4,True,False
"Beijing Key Laboratory of Heat Transfer and Energy Conversion, Tsinghua University, Beijing 100084, China",40.0022905,116.320963,False,,61.0,1128.611060882566,1250.796507320359,B_density_fallback,TusPark,Q17028810,1035.4,True,False
"Center for Power Electronics Systems (CPES), Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, VA, USA",37.2296566,-80.4136767,False,,1.0,,2348.460469318748,B_density_fallback,Virginia Tech Corporate Research Center,Q7934608,2856.7,False,True
"General Motors (GM), Warren, MI, USA",42.4932575,-83.0062746,False,,0.0,,625.4617098330494,B_density_fallback,Ignition Park,Q16847353,283829.2,False,True
"College of Electrical Engineering, Zhejiang University, Hangzhou, Zhejiang, 310027, PR China",-23.475727,-46.8575864,False,,1.0,,3469.94757565965,B_density_fallback,Parque CienTec,Q53588580,30913.3,False,True
"Institute of Advanced Semiconductors & Zhejiang Provincial Key Laboratory of Power Semiconductor Materials and Devices, ZJU-Hangzhou Global Scientific and Technological Innovation Center, Hangzhou, Zhejiang, 311200, PR China",-23.475727,-46.8575864,False,,1.0,,3469.94757565965,B_density_fallback,Parque CienTec,Q53588580,30913.3,False,True
"State Key Laboratory of Silicon and Advanced Semiconductor Materials & School of Materials Science and Engineering, Zhejiang University, Hangzhou, 310027, PR China",-23.475727,-46.8575864,False,,1.0,,3469.94757565965,B_density_fallback,Parque CienTec,Q53588580,30913.3,False,True
Shanghai Engineering Technology Research Center for SiC Power Device Academy for Engineering &amp; Technology Fudan University  Shanghai 200433 China,,,,,,,,no_coordinates,,,,,
"Shanghai Engineering Technology Research Center for SiC Power Device, Academy for Engineering & Technology, Fudan University, Shanghai, 200433 China",31.3011748,121.4974703,False,,6.0,380.5206009146293,391.081219646492,B_density_fallback,Zhangjiang Hi-Tech Park,Q986206,14926.9,False,True
Research Institute of Fudan University in Ningbo  Ningbo 315336 China,,,,,,,,no_coordinates,,,,,
"Research Institute of Fudan University in Ningbo, Ningbo, 315336 China",29.8622194,121.6203873,False,,0.0,84.51634552158173,,B_density_fallback,Zhizu National Hi-Tech Industrial Development Park,Q24836334,129883.1,False,True
School of Information Science and Technology Fudan University  Shanghai 200433 China,,,,,,,,no_coordinates,,,,,
"School of Information Science and Technology, Fudan University, Shanghai, 200433 China",31.3011748,121.4974703,False,,6.0,380.5206009146293,391.081219646492,B_density_fallback,Zhangjiang Hi-Tech Park,Q986206,14926.9,False,True
Department of Mechanical Engineering Lamar University  PO Box 10028 Beaumont TX 77710 USA,,,,,,,,no_coordinates,,,,,
"Department of Mechanical Engineering, Lamar University, PO Box 10028, Beaumont, TX, 77710 USA",30.0829344,-94.0984277,False,,0.0,2903.2549035808947,1297.0874531674533,B_density_fallback,Cummings Research Park,Q5194123,868771.8,False,True
EEMCS Faculty Delft University of Technology  Delft 2628 the Netherlands,,,,,,,,no_coordinates,,,,,
"EEMCS Faculty, Delft University of Technology, Delft, 2628 the Netherlands",51.9988274,4.3739604,False,,17.0,1068.0598118486505,652.3878769347737,B_density_fallback,TU Delft Campus Zuid,Q2502991,1334.6,True,False
"Department of Materials Science and Engineering, Cornell University 1 , Ithaca, New York 14853, USA",42.4427273,-76.4745982,False,,1.0,,2956.2313021904297,B_density_fallback,University City Science Center,Q7894587,296565.9,False,True
"Research Laboratory of Electronics, Massachusetts Institute of Technology 2 , Cambridge, Massachusetts 02139, USA",42.3582529,-71.0966272,False,,10.0,970.4417671790678,261.258090159213,B_density_fallback,University City Science Center,Q7894587,434507.0,False,True
"Department of Applied and Engineering Physics, Cornell University 3 , Ithaca, New York 14853, USA",42.4427273,-76.4745982,False,,1.0,,2956.2313021904297,B_density_fallback,University City Science Center,Q7894587,296565.9,False,True
"School of Electrical and Computer Engineering, Cornell University 4 , Ithaca, New York 14853, USA ",42.4427273,-76.4745982,False,,1.0,,2956.2313021904297,B_density_fallback,University City Science Center,Q7894587,296565.9,False,True
"Chongqing Institute of Microelectronics Industry Technology, University of Electronic Science and Technology of China, Chongqing, China",30.05518,107.8748712,False,,0.0,,,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,528758.8,False,True
"Department of Electrical, Electronics Engineering, SR University, Warangal, Telangana, India",17.9820644,79.5970954,False,,0.0,1327.0665306265564,,B_density_fallback,International Tech Park Bangalore,Q4357999,590265.8,False,True
"LPE S.p.a., Via Falzarego, 8, 20021 Baranzate (MI), Italy",45.531362,9.103435,False,,0.0,1625.6420510095786,195.55616845420585,B_density_fallback,Milan Innovation District,Q65127945,1440.0,True,False
"LPE S.p.a., 16° Strada, Zona Industriale, 95121 Catania, Italy",37.2566282,14.5824189,False,,0.0,,,B_density_fallback,Rome Research Area (Tor Vergata),Q3621988,535854.6,False,True
"STMicroelectronics Silicon Carbide AB, Ramshällsvägen, 15, 602 38 Norrköping, Sweden",58.587334,16.1872498,False,,7.0,1064.691409625393,1455.5928352171445,B_density_fallback,Linköping Science Park,Q4884724,42295.7,False,True
"Consiglio Nazionale delle Ricerche – Istituto per la Microelettronica e Microsistemi, Strada VIII, 5, 95121 Catania, Italy",37.4697275,15.0667062,False,,0.0,2193.44357043773,907.496045881016,B_density_fallback,Rome Research Area (Tor Vergata),Q3621988,528115.9,False,True
"School of Medicine, University of California San Diego, La Jolla, CA 92093, USA",32.875409,-117.2340973,False,,5.0,388.5820116891716,479.9826557093054,B_density_fallback,NASA Research Park,Q6952426,668248.1,False,True
"Department of Medicine, Division of Blood and Marrow Transplantation, University of California San Diego, La Jolla, CA 92093, USA",32.8792438,-117.2311247,False,,12.0,120.22744324505842,427.1045388382493,B_density_fallback,NASA Research Park,Q6952426,668097.4,False,True
"Master of Advanced Studies (MAS) Program in Clinical Research, University of California San Diego, La Jolla, CA 92093, USA",32.8792438,-117.2311247,False,,12.0,120.22744324505842,427.1045388382493,B_density_fallback,NASA Research Park,Q6952426,668097.4,False,True
"IIT (ISM) Dhanbad,Dept. of Electrical Engg,Dhanbad,India",23.7952809,86.4309638,False,,1.0,437.3269166028388,,B_density_fallback,"Hi-Tech City, Kaliakoir",Q97497375,386957.9,False,True
"Dept. of Electrical Engg, IIT (ISM) Dhanbad, Dhanbad, India",23.8116363,86.4421556,False,,1.0,2565.627195915692,,B_density_fallback,"Hi-Tech City, Kaliakoir",Q97497375,385662.0,False,True
"National Key Laboratory of Science and Technology on Aero Engine Aero-thermodynamics, Beijing, 100191, China",39.9866862,116.3405212,False,,44.0,573.5427732181998,198.440641268087,B_density_fallback,TusPark,Q17028810,1555.1,True,False
"School of Energy and Power Engineering, Beihang University, Beijing, 100191, China",39.9809427,116.3409787,False,,26.0,842.6232899487743,479.933573934689,B_density_fallback,TusPark,Q17028810,1971.1,True,False
"Research Institute of Aero-Engine, Beihang University, Beijing, 100191, China",39.9809427,116.3409787,False,,26.0,842.6232899487743,479.933573934689,B_density_fallback,TusPark,Q17028810,1971.1,True,False
"Beijing Institute of Astronautical Systems Engineering, China Academy of Launch Vehicle Technology, Beijing, 100076, China",39.7821595,116.387675,False,,1.0,2525.470291971898,2251.3746373001136,B_density_fallback,Zhongguancun,Q197834,23125.8,False,True
"PTS Department, Electronics Engineer, Valeo India Pvt. Ltd., Chennai, India",13.0836939,80.270186,False,,0.0,453.5111709275689,,B_density_fallback,International Tech Park Bangalore,Q4357999,274755.9,False,True
"Department of Computer Engineering, Igdir University, Igdir, Turkey",39.8070951,44.0819008,False,,1.0,,,B_density_fallback,Gitavan,Q4139013,56417.8,False,True
"Electrical Engineering Department, Van Yuzuncu Yil University, Van, Turkey",38.3249599,43.6589825,False,,0.0,,,B_density_fallback,Gitavan,Q4139013,224474.6,False,True
"Advanced Power Semiconductor Laboratory, ETH Zürich, Physikstrasse 3, 8092 Zürich, Switzerland",47.3785015,8.5524577,False,,14.0,497.9886941188536,1379.4801513644884,B_density_fallback,Freiburger Innovationszentrum,Q115942856,89275.8,False,True
"Department of Physics/ Centre for Materials Science and Nanotechnology, University of Oslo, 0316 Oslo, Norway",59.9414173,10.7227683,False,,5.0,275.834244365841,562.1936788768642,B_density_fallback,Oslo Science Park,Q7107027,344.9,True,False
"Department of Electrical Power Engineering Techniques, Al-Mussaib Technical College, Al-Furat Al-Awsat Technical University, Najaf 54001, Iraq",32.0010227,44.3299926,False,,7.0,,3430.5495277911887,B_density_fallback,Pardis Technology Park,Q7136565,806346.0,False,True
"Department of Electrical Engineering, College of Engineering, University of Baghdad, Baghdad 10001, Iraq",33.2726951,44.3795485,False,,6.0,,2904.1483582162286,B_density_fallback,Pardis Technology Park,Q7136565,734718.3,False,True
Mohan Babu University (Erst while Sree Vidyanikethan Engineering College),,,,,,,,no_coordinates,,,,,
Panimalar Engineering College,13.0526157,80.0751326,False,,0.0,885.9204281977616,,B_density_fallback,International Tech Park Bangalore,Q4357999,253534.9,False,True
S.A. Engineering College,13.0655003,80.1108509,False,,1.0,2000.428599106273,,B_density_fallback,International Tech Park Bangalore,Q4357999,257441.6,False,True
Christ Deemed to be University,28.6839614,77.410443,False,,0.0,1231.5882139701282,,B_density_fallback,Dhirubhai Ambani Knowledge City,Q5269620,1154506.8,False,True
"Institute for Microelectronics, Christian Doppler Laboratory for Single Defect Spectroscopy, TU Wien, Vienna, Austria",48.1985397,16.3698617,False,,39.0,206.7401050617737,2144.6531653160964,B_density_fallback,Vienna BioCenter,Q30296087,2644.0,False,True
"JKU Linz, Linz, Austria",48.3360899,14.3205799,True,Science Park,4.0,,697.8727327172372,A_polygon,Science Park JKU Linz,Q59261325,228.9,True,True
"KAI, Villach, Austria",46.6102581,13.88435,False,,5.0,1833.9693349592185,914.573629551052,B_density_fallback,Lakeside Science & Technology Park,Q24026883,28956.9,False,True
"EKS Energy, A Hitachi Group Company, Seville, Spain",37.3886303,-5.9953403,False,,21.0,766.085554885543,2407.716448573388,B_density_fallback,Andalusia Technology Park,Q4598152,146895.1,False,True
"ABB System Drives, Turgi, Switzerland",47.4931594,8.2518887,False,,0.0,138.34098158327478,,B_density_fallback,Freiburger Innovationszentrum,Q115942856,66266.7,False,True
"Department of Applied Mathematics II, Universidad de Sevilla, Sevilla, Spain",37.3862091,-6.0072673,False,,13.0,1041.8208823639916,1396.708894999333,B_density_fallback,Andalusia Technology Park,Q4598152,147687.5,False,True
"Qatar University,Department of Electrical Engineering,Doha,Qatar",25.3108807,51.5081812,False,,0.0,1262.9711309348377,2431.19638968276,B_density_fallback,Dubai Internet City,Q1262899,368180.3,False,True
"State Key Laboratory of Crystal Materials, Shandong University, Jinan 250100, China",36.6714564,117.0515287,False,,10.0,1918.850395085133,1578.4820748298753,B_density_fallback,Linyi National High-Tech Zone,Q120017310,216251.0,False,True
"Key Laboratory of Wide Band-Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi' an, 710071, China",34.1251589,108.8289653,False,,1.0,997.2118919346452,,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,761873.1,False,True
Fraunhofer Institute for Wind Energy Systems IWES  Hannover Germany,,,,,,,,no_coordinates,,,,,
"Fraunhofer Institute for Wind Energy Systems IWES, Hannover, Germany",52.3744779,9.7385532,False,,15.0,31.32188609613128,2555.874592070367,B_density_fallback,Wissenschafts- und Technologiepark Marienwerder,Q106927091,8275.9,False,True
"State Key Laboratory of Bioreactor Engineering, East China University of Science and Technology, Shanghai, 200237, China",31.1450814,121.4195085,False,,2.0,957.6721031229886,700.4510574401891,B_density_fallback,Caohejing Hi-Tech Park,Q13671540,2571.7,False,True
"State Key Laboratory of Bioreactor Engineering, East China University of Science and Technology, Shanghai, 200237, China; Shanghai Yihao Biological Technology Co., Ltd., Shanghai, 200231, China",31.0948034,121.4542611,False,,0.0,1554.533311798442,3576.0618562751674,B_density_fallback,Zhizu National Hi-Tech Industrial Development Park,Q24836334,8165.9,False,True
"Shanghai Yihao Biological Technology Co., Ltd., Shanghai, 200231, China",31.0948034,121.4542611,False,,0.0,1554.533311798442,3576.0618562751674,B_density_fallback,Zhizu National Hi-Tech Industrial Development Park,Q24836334,8165.9,False,True
"State Key Laboratory of Bioreactor Engineering, East China University of Science and Technology, Shanghai, 200237, China; Shanghai Yihao Biological Technology Co., Ltd., Shanghai, 200231, China. Electronic address: ceo@shmlrs.cn",31.0948034,121.4542611,False,,0.0,1554.533311798442,3576.0618562751674,B_density_fallback,Zhizu National Hi-Tech Industrial Development Park,Q24836334,8165.9,False,True
"State Key Laboratory of Bioreactor Engineering, East China University of Science and Technology, Shanghai, 200237, China. Electronic address: ouyanglm@ecust.edu.cn",31.1450814,121.4195085,False,,2.0,957.6721031229886,700.4510574401891,B_density_fallback,Caohejing Hi-Tech Park,Q13671540,2571.7,False,True
"IIT ISM Dhanbad,Dept. of Electrical Engineering,Dhanbad,India",23.7952809,86.4309638,False,,1.0,437.3269166028388,,B_density_fallback,"Hi-Tech City, Kaliakoir",Q97497375,386957.9,False,True
"Dept. of Electrical Engineering, IIT ISM Dhanbad, Dhanbad, India",23.8116363,86.4421556,False,,1.0,2565.627195915692,,B_density_fallback,"Hi-Tech City, Kaliakoir",Q97497375,385662.0,False,True
"Khalifa University,APEC, EECS Department,Abu Dhabi,UAE",24.4538352,54.3774014,False,,1.0,,2356.8037961800314,B_density_fallback,Dubai Internet City,Q1262899,106422.0,False,True
"APEC, EECS Department, Khalifa University, Abu Dhabi, UAE",24.4479513,54.3955267,False,,1.0,,1541.1234774252111,B_density_fallback,Dubai Internet City,Q1262899,105516.9,False,True
"Vellore Institute of Technology,School of Electrical Enginnering,Vellore,India",12.9021849,79.061104,False,,0.0,,,B_density_fallback,International Tech Park Bangalore,Q4357999,143912.7,False,True
"School of Electrical Enginnering, Vellore Institute of Technology, Vellore, India",12.9697498,79.1606601,False,,0.0,3198.361397090928,,B_density_fallback,International Tech Park Bangalore,Q4357999,154391.2,False,True
College of Automation Engineering Nanjing University of Aeronautics and Astronautics  Nanjing China,,,,,,,,no_coordinates,,,,,
Institute for Advanced Interdisciplinary Research University of Jinan  Jinan China,,,,,,,,no_coordinates,,,,,
Institute of Marine Science and Technology Shandong University  Qingdao China,,,,,,,,no_coordinates,,,,,
"Institute of Marine Science and Technology, Shandong University, Qingdao, China",36.3688546,120.6737612,False,,1.0,0.0,,B_density_fallback,Linyi National High-Tech Zone,Q120017310,267285.6,False,True
"Institute for Advanced Interdisciplinary Research, University of Jinan, Jinan, China",36.6680241,117.3685089,False,,2.0,3736.712418203383,3000.799544711367,B_density_fallback,Linyi National High-Tech Zone,Q120017310,203114.8,False,True
"Key Laboratory for Experimental Teratology of Ministry of Education Shandong Key Laboratory of Infection and Immunity, and Department of Immunology School of Basic Medical Sciences Cheeloo College of Medicine Shandong University  Jinan China",,,,,,,,no_coordinates,,,,,
"Key Laboratory for Experimental Teratology of Ministry of Education, Shandong Key Laboratory of Infection and Immunity, and Department of Immunology, School of Basic Medical Sciences, Cheeloo College of Medicine, Shandong University, Jinan, China",36.6714564,117.0515287,False,,10.0,1918.850395085133,1578.4820748298753,B_density_fallback,Linyi National High-Tech Zone,Q120017310,216251.0,False,True
Shandong Provincial Hospital Affiliated to Shandong First Medical University  Jinan China,,,,,,,,no_coordinates,,,,,
"Shandong Provincial Hospital Affiliated to Shandong First Medical University, Jinan, China",36.6519754,117.1138479,False,,0.0,533.9312236166178,,B_density_fallback,Linyi National High-Tech Zone,Q120017310,211604.9,False,True
Shandong Engineering Research Center of Biomarker and Artificial Intelligence Application  Jinan China,,,,,,,,no_coordinates,,,,,
"Shandong Engineering Research Center of Biomarker and Artificial Intelligence Application, Jinan, China",36.6519754,117.1138479,False,,0.0,533.9312236166178,,B_density_fallback,Linyi National High-Tech Zone,Q120017310,211604.9,False,True
"Key Laboratory of Thermal Science and Power Engineering of Education of Ministry, Department of Engineering Mechanics, Tsinghua University , Beijing 100084, China",40.0022905,116.320963,False,,61.0,1128.611060882566,1250.796507320359,B_density_fallback,TusPark,Q17028810,1035.4,True,False
"Department I of Internal Medicine, University Hospital Cologne, 50937 Cologne, Germany; Center for Molecular Medicine Cologne (CMMC), 50931 Cologne, Germany. Electronic address: lars.prinz1@uk-koeln.de",50.93232,6.9181725,False,,4.0,1437.6545549823395,3329.26124617184,B_density_fallback,TechnologiePark Bergisch Gladbach,Q28770190,19079.2,False,True
"Department I of Internal Medicine, University Hospital Cologne, 50937 Cologne, Germany",50.912276,6.9108171,False,,1.0,2518.3847273060023,1640.117819513563,B_density_fallback,TechnologiePark Bergisch Gladbach,Q28770190,20049.0,False,True
"Center for Molecular Medicine Cologne (CMMC), 50931 Cologne, Germany",50.93232,6.9181725,False,,4.0,1437.6545549823395,3329.26124617184,B_density_fallback,TechnologiePark Bergisch Gladbach,Q28770190,19079.2,False,True
"Department I of Internal Medicine, University Hospital Cologne, 50937 Cologne, Germany; Center for Molecular Medicine Cologne (CMMC), 50931 Cologne, Germany",50.93232,6.9181725,False,,4.0,1437.6545549823395,3329.26124617184,B_density_fallback,TechnologiePark Bergisch Gladbach,Q28770190,19079.2,False,True
"Heidelberg University, 69117 Heidelberg, Germany",49.4186003,8.6692402,False,,9.0,1740.4492564550933,2144.8139971892147,B_density_fallback,Softwarezentrum Böblingen/Sindelfingen,Q2297688,84966.3,False,True
"Institute of Pathology, University Hospital Cologne, 50937 Cologne, Germany",50.912276,6.9108171,False,,1.0,2518.3847273060023,1640.117819513563,B_density_fallback,TechnologiePark Bergisch Gladbach,Q28770190,20049.0,False,True
"Department of Hematology, Oncology and Tumorimmunology, Charité University Medical Center Berlin, Benjamin Franklin Campus, 12203 Berlin, Germany",52.4441918,13.3098135,False,,39.0,456.3839623983853,1658.4930082245455,B_density_fallback,EUREF,Q30539483,5238.3,False,True
"Department I of Internal Medicine, University Hospital Cologne, 50937 Cologne, Germany; Stanford Center for Cancer Cell Therapy, Stanford Cancer Institute, Stanford University, Stanford, CA, USA",37.4313138,-122.1693654,False,,4.0,1400.881578522624,2617.120150979653,B_density_fallback,Stanford Research Park,Q3968168,3126.6,False,True
"Stanford Center for Cancer Cell Therapy, Stanford Cancer Institute, Stanford University, Stanford, CA, USA",37.4313138,-122.1693654,False,,4.0,1400.881578522624,2617.120150979653,B_density_fallback,Stanford Research Park,Q3968168,3126.6,False,True
"Department I of Internal Medicine, University Hospital Cologne, 50937 Cologne, Germany; Center for Molecular Medicine Cologne (CMMC), 50931 Cologne, Germany; Cologne Excellence Cluster on Cellular Stress Response in Aging-Associated Diseases (CECAD), University of Cologne, 50931 Cologne, Germany; Mildred Scheel School of Oncology Aachen Bonn Cologne Düsseldorf (MSSO ABCD), Faculty of Medicine and University Hospital of Cologne, Cologne, Germany; Max Planck Institute for Biology of Ageing, Joseph-Stelzmann-Str. 9b, 50931 Cologne, Germany; University Hospital Essen, Department of Hematology and Stem Cell Transplantation, West German Cancer Center, German Cancer Consortium Partner Site Essen, Center for Molecular Biotechnology, Hufelandstr. 55, 45147 Essen, Germany",51.4348831,6.9902203,False,,2.0,302.27468768749094,1186.3249800937558,B_density_fallback,Eurotec,Q1378319,24680.1,False,True
"Cologne Excellence Cluster on Cellular Stress Response in Aging-Associated Diseases (CECAD), University of Cologne, 50931 Cologne, Germany",50.9280445,6.9281305,False,,5.0,642.4992132737192,3592.8574586264667,B_density_fallback,TechnologiePark Bergisch Gladbach,Q28770190,18473.1,False,True
"University Hospital Essen, Department of Hematology and Stem Cell Transplantation, West German Cancer Center, German Cancer Consortium Partner Site Essen, Center for Molecular Biotechnology, Hufelandstr. 55, 45147 Essen, Germany",51.4348831,6.9902203,False,,2.0,302.27468768749094,1186.3249800937558,B_density_fallback,Eurotec,Q1378319,24680.1,False,True
"Max Planck Institute for Biology of Ageing, Joseph-Stelzmann-Str. 9b, 50931 Cologne, Germany",50.9254661,6.9191635,False,,4.0,1291.1004368391625,3155.2075271631065,B_density_fallback,TechnologiePark Bergisch Gladbach,Q28770190,19144.8,False,True
"Mildred Scheel School of Oncology Aachen Bonn Cologne Düsseldorf (MSSO ABCD), Faculty of Medicine and University Hospital of Cologne, Cologne, Germany",50.938361,6.959974,False,,9.0,495.8616598293564,1773.9965929667685,B_density_fallback,TechnologiePark Bergisch Gladbach,Q28770190,16082.4,False,True
